idx,sci_name,com_name,species_code,class_name,common_name_de,common_name_es,common_name_pl,common_name_fr,common_name_nl,common_name_ru,common_name_ja,common_name_cs,common_name_ca,common_name_pt,common_name_no,common_name_bg,common_name_sv,common_name_da,common_name_tr,common_name_sk,common_name_sr,common_name_uk,common_name_zh-CN,common_name_fi,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et,common_name_it,common_name_zh-TW,common_name_eo,common_name_hu,common_name_ro,common_name_sl,common_name_lv,common_name_is,common_name_id,common_name_el,common_name_mk,common_name_be,common_name_af,common_name_se,common_name_ko,common_name_he,common_name_ar,common_name_th,common_name_ml
11610,Stagonopleura bella,Beautiful Firetail,beafir1,aves,Feuerschwanzamadine,Diamante Hermoso,kraśniczek falisty,Diamant queue-de-feu,Vuurstaartastrild,Очковая амадина,サザナミスズメ,amadina vlnkovaná,diamant cua de foc,diamante-formoso,bandittastrild,Тасманийска червенокръста амадина,banditastrild,Ildhalefinke,Yazılı Belikınalı,diamantovka vlnkovaná,Plamenorepa amadina,Вогнегуз тасманійський,艳火尾雀,raitatuliperä,Diamante hermoso,Diamante Hermoso,Diamante Hermoso,Beautiful firetail,prugasta amadina,gražioji ugniauodegė amadina,دمآتشی زیبا,Pinc fflamgwt hardd,viiramadiin,Diamante magnifico,麗色火尾雀,bela estrildo,tűzfarkú pinty,,,,,,,,,,,,,,,
11611,Stagonopleura guttata,Diamond Firetail,diafir1,aves,Diamantamadine,Diamante Moteado,kraśniczek diamentowy,Diamant à gouttelettes,Diamantastrild,Бриллиантовая амадина,オオキンカチョウ,amadina diamantová,diamant maculat,diamante-malhado,diamantastrild,Диамантена червенокръста амадина,diamantastrild,Diamantfinke,Elmas İspinozu,diamantovka bodkovaná,Dijamant amadina,Вогнегуз діамантовий,斑胁火尾雀,timanttituliperä,Diamante moteado,Diamante Moteado,Diamante Moteado,Diamond firetail,srebrnasta amadina,puošnioji ugniauodegė amadina,الماس دمآتشی,Pinc fflamgwt diemwnt,teemantamadiin,Diamante diamantino,斑脇火尾雀,diamanta estrildo,gyémántpinty,,,,,,,,,,,,,,,
11612,Stagonopleura oculata,Red-eared Firetail,reefir1,aves,Rotohramadine,Diamante Orejirrojo,kraśniczek czerwonouchy,Diamant oculé,Roodoorastrild,Красноухая амадина,キョウジョスズメ,amadina rudouchá,diamant ocel·lat,diamante-oculado,rødøreastrild,Очилата червенокръста амадина,rödkindad astrild,Rødøret Finke,Aynalı Belikınalı,diamantovka červenosluchá,Crvenorepa plamenouha amadina,Вогнегуз південний,红耳火尾雀,naamiotuliperä,Diamante orejirrojo,Diamante Orejirrojo,Diamante Orejirrojo,Red-eared firetail,crvenouha amadina,raudonausė ugniauodegė amadina,دمآتشی گوشسرخ,Pinc fflamgwt clustgoch,pärlamadiin,Diamante guancerosse,紅耳火尾雀,ruĝorela estrildo,vörösfülű pinty,,,,,,,,,,,,,,,
11613,Staphida castaniceps,Striated Yuhina,stryuh1,aves,Rotohryuhina,Yuhina Estriada,czupurnik zmienny,Yuhina à tête marron,Gestreepte meestimalia,Красноухая юхина,クリミミチメドリ,chocholáček čárkohřbetý,iuhina galtabruna,iuína-estriada,brunøreyuhina,Червенобуза юхина,brunnackad yuhina,Brunnakket Yuhina,Çizgili Yuhina,juhina malochochlatá,Prugasta juhina,Стафіда східна,栗耳凤鹛,valkoviirujuhina,Yuhina estriada,Yuhina Estriada,Yuhina Estriada,Striated yuhina,srebrnastotrba juhina,Rudaausė stafida,یوهین خطدار,Iwhina penrhesog,Striated Yuhina,Yuhina striata,栗頭鳳鶥,ruforela juhino,rőtfülű juhina,,,,,,,,,,,,,,นกภูหงอนหัวลาย,
11614,Staphida everetti,Chestnut-crested Yuhina,chcyuh1,aves,Rotschopfyuhina,Yuhina de Borneo,czupurnik rdzawogłowy,Yuhina de Bornéo,Roodkuifmeestimalia,Рыжехохлая юхина,ボルネオクリミミチメドリ,chocholáček rezavohlavý,iuhina de Borneo,iuína-do-bornéu,brunhodeyuhina,Борнейска юхина,borneoyuhina,Borneo Yuhina,Borneo Yuhinası,juhina hnedochochlatá,Everetova juhina,Стафіда борнейська,栗冠凤鹛,kanelitöyhtöjuhina,Yuhina de Borneo,Yuhina de Borneo,Yuhina de Borneo,Chestnut-crested yuhina,kestenjastoglava juhina,Bornėjinė stafida,یوهین سینهشاهبلوطی,Chestnut-crested Yuhina,Chestnut-crested Yuhina,Yuhina crestacastana,栗冠鳳鶥,bornea juhino,,,,,,Yuhina kalimantan,,,,,,,,,,
11615,Staphida torqueola,Indochinese Yuhina,indyuh1,aves,Kastanienohryuhina,Yuhina Indochina,czupurnik ciemnoczuby,Yuhina à bandeau,Kastanjehalsmeestimalia,Индокитайская юхина,インドシナミミチメドリ,Indochinese Yuhina,iuhina d'Indoxina,iuína-indochinesa,torqueyuhina,Червеноврата юхина,kastanjenackad yuhina,Brunøret Yuhina,Çinhindi Yuhinası,juhina perlavokrká,Indokineska juhina,Стафіда західна,栗颈凤鹛,Indochinese Yuhina,Yuhina indochina,Yuhina Indochina,Yuhina Indochina,Indochinese yuhina,sivokruna juhina,Pilkakuodė stafida,Indochinese Yuhina,Indochinese Yuhina,Indochinese Yuhina,,栗耳鳳鶥,hindoĉinia juhino,,,,,,,,,,,,,,,,
11616,Starnoenas cyanocephala,Blue-headed Quail-Dove,bhqdov1,aves,Kubataube,Paloma Perdiz Cubana,modrogłowik,Colombe à tête bleue,Blauwkopkwartelduif,Синеголовый земляной голубь,クロヒゲバト,holub kubánský,colom guatlla capblau,rola-perdiz-cubana,blåkronedue,Синьоглава пъдпъдъча гургулица,blåhätteduva,Cubadue,Mavi Başlı Bıldırcın Kumrusu,holubec modrohlavý,Plavoglavi prepeličji golub,Голубок синьоголовий,蓝头鹑鸠,kuubanviiriäiskyyhky,Paloma perdiz cubana,Paloma Perdiz Cubana,Paloma Perdiz Cubana,Blue-headed quail-dove,modroglavi golub,Mėlyngalvis putpelinis karvelis,کبوتر بلدرچینی کلهآبی,Cordurtur benlas,kuuba töbituvi,Tortora quaglia testazzurra,藍頭鶉鳩,blukapa kolombo,fogolygalamb,,,,,,,,,,,,,,,
11617,Stauroderus scalaris,Ladder Grasshopper,116703,insecta,Gebirgsgrashüpfer,Ladder Grasshopper,Kózka ciemnoskrzydła,Criquet jacasseur,Laddersprinkhaan,кобылка тёмнокрылая,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,skärrande gräshoppa,Skærende græshoppe,Ladder Grasshopper,koník horský,Ladder Grasshopper,кобилка темнокрила,肿脉蝗,räikkäheinäsirkka,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Rokćući skakavac,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,Ladder Grasshopper,,,,,,,,,,,,,,,,,,,
11618,Steatornis caripensis,Oilbird,oilbir1,aves,Fettschwalm,Guácharo,tłuszczak,Guacharo des cavernes,Vetvogel,Гуахаро,アブラヨタカ,gvačaro jeskynní,ocell de l'oli,guácharo,fettfugl,Пещерен козодой,oljefågel,Fedtfugl,Yağkuşu,guačaro jaskynný,Uljana ptica (guačaro),Гуахаро,油鸱,rasvakehrääjä,Guácharo,Guácharo,Guácharo (Tayo),Guacharo,uljašica,Guacharas,مرغ روغن,Aderyn olew,õlilind,Guaciaro,油鴟,oleobirdo,zsírfecske,,,,,,,,,,,,,,,
11619,Stelgidillas gracilirostris,Slender-billed Greenbul,slbgre1,aves,Schmalschnabelbülbül,Bulbul Picofino,bilbil cienkodzioby,Bulbul à bec grêle,Dunsnavelbuulbuul,Узкоклювый бюльбюль,ハシボソアオヒヨ,bulbul úzkozobý,bulbul verdós becfí,bulbul-de-bico-fino,smalnebbylbyl,Тънкоклюн зелен бюлбюл,smalnäbbad grönbulbyl,Tyndnæbbet Bulbul,İnce Gagalı Yaprakbülbülü,afrobyl tenkozobý,Tankokljuni grinbul,Бюльбюль тонкодзьобий,细嘴绿鹎,ohutnokkabulbuli,Bulbul picofino,Bulbul Picofino,Bulbul Picofino,Slender-billed greenbul,pepeljastoprsi bulbul,Plonasnapis žalsvasis bulbiulis,بوبر نوکباریک,Bwlbwl pigfain,ladva-viherbülbül,Bulverde beccosottile,細嘴鋸嘴鵯,stretbeka bulbulo,vékonycsőrű bülbül,,,,,,,,,,,,,,,
11620,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,srwswa1,aves,Zimtkehlschwalbe,Golondrina Gorjirrufa,wodówka południowa,Hirondelle à gorge rousse,Zuid-Amerikaanse ruwvleugelzwaluw,Пампасная ласточка,オビナシショウドウツバメ,vlaštovka neotropická,oreneta eriçada meridional,andorinha-serradora,sørtaggsvale,Червеноврата лястовица,sydlig kamvingesvala,Sydamerikansk Savvinge,Güneyli Sert Kanatlı Kırlangıç,lastovička hrdzavá,Južna hrapavokrila lasta,Ластівка пампасова,红翎毛翅燕,etelänkarhepääsky,Golondrina gorjirrufa,Golondrina Yucateca,Golondrina Alirasposa Sureña,Andorinha-serradora,cimetastogrli piljak,Pietinė pampinė kregždė,پرستوی بالزبر جنوبی,Gwennol adeinfachog y De,lõuna-kammpääsuke,Rondine aliruvide meridionale,南方紅翎粗翅燕,cinamgorĝa hirundo,déli tüskésszárnyúfecske,,,,,,,,,,,,,,,
11621,Stelgidopteryx serripennis,Northern Rough-winged Swallow,nrwswa,aves,Graukehlschwalbe,Golondrina Aserrada,wodówka północna,Hirondelle à ailes hérissées,Noord-Amerikaanse ruwvleugelzwaluw,Североамериканская ласточка,キタオビナシショウドウツバメ,vlaštovka šedohnědá,oreneta eriçada septentrional,andorinha-serrada-nortenha,nordtaggsvale,Кафява лястовица,nordlig kamvingesvala,Nordamerikansk Savvinge,Kuzeyli Sert Kanatlı Kırlangıç,lastovička zúbkokrídla,Hrapavokrila lasta,Ластівка північна,中北美毛翅燕,pohjankarhepääsky,Golondrina aserrada,Golondrina Alas Aserradas,Golondrina Aserrada,Northern rough-winged swallow,sivoleđi piljak,Šiaurinė pampinė kregždė,پرستوی بالزبر شمالی,Gwennol adeinfachog y Gogledd,põhja-kammpääsuke,Rondine aliruvide settentrionale,北方紅翎粗翅燕,segilflugila hirundo,északi tüskésszárnyúfecske,,,zobspārnu bezdelīga,,,,,,,,,,,,
11622,Stenella coeruleoalba,Striped Dolphin,41494,mammalia,Blau-Weißer Delfin,Delfín listado,Delfinek pręgoboki,Dauphin bleu-et-blanc,Gestreepte Dolfijn,Полосатый дельфин,スジイルカ,delfín pruhovaný,Dofí ratllat,Golfinho-riscado,Stripedelfin,ивичест делфин,strimmig delfin,Stribet delfin,Çizgili Yunus,Striped Dolphin,Striped Dolphin,Striped Dolphin,条纹原海豚,raitadelfiini,Striped Dolphin,Striped Dolphin,Striped Dolphin,Striped Dolphin,Prugasti dupin,Striped Dolphin,دلفین نواری,Dolffin Rhesog,Striped Dolphin,,,,,,,,,,,,,,,,,,,
11623,Stenella frontalis,Atlantic Spotted Dolphin,41503,mammalia,Zügeldelfin,Delfín moteado del Atlántico,delfinek plamisty,Dauphin tacheté de l'Atlantique,Atlantische Gevlekte Dolfijn,Большелобый продельфин,タイセイヨウマダライルカ,delfín kapverdský,Dofí tacat de l'Atlàntic,Golfinho-pintado,Flekkdelfin,атлантически петнист делфин,tygeldelfin,Atlantisk plettet delfin,Atlantik benekli yunusu,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,花斑原海豚,atlantintäplädelfiini,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,Atlantski pjegavi dupin,Atlantic Spotted Dolphin,دلفین خالدار اطلس,Atlantic Spotted Dolphin,Atlantic Spotted Dolphin,,,,,,,,,,,,,,,,,,,
11624,Stenobothrus lineatus,Stripe-winged Grasshopper,362307,insecta,Heidegrashüpfer,Saltamontes de ala Listada,Dołczan wysmukły,Sténobothre ligné,zoemertje,травянка полосатая,Stripe-winged Grasshopper,saranče čárkovaná,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,koník čiarkovaný,Stripe-winged Grasshopper,Stripe-winged Grasshopper,条纹草地蝗,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Bjeloprugi tamnokrili skakavac,Didžiagalvis skėriukas,Stripe-winged Grasshopper,Stripe-winged Grasshopper,Suur-jooniktirts,,,,,,,,,,,,,,,,,,,
11625,Stenostira scita,Fairy Flycatcher,faifly1,aves,Elfenschnäpper,Papamoscas Duende,owadówka,Mignard enchanteur,Elfvliegenvanger,Комаролов-эльф,センニョヒタキ,krejčiříček ťuhýkovitý,papamosques follet,papa-moscas-duende,kvisthopper,Самодивска мухоловка,grå feflugsnappare,Alfesanger,İpeksi Sinekkapan,čiernonôžka čarovná,Vilinska kuharica,Чорноніжка ошатна,仙玉鹟,keijusieppo,Papamoscas duende,Papamoscas Duende,Papamoscas Duende,Fairy flycatcher,crnolica vilinska muharica,Puikioji musinukė,Fairy Flycatcher,Telor mygydog y De,Fairy Flycatcher,Pigliamosche fatato,細嘴鶲〔靈仙鶲，鶯鶲〕,nigramaska stenostiro,,,,,,,,,,Feëvlieëvanger,,,,,,
11626,Stephanoaetus coronatus,Crowned Eagle,crheag1,aves,Kronenadler,Águila Coronada,wojownik wspaniały,Aigle couronné,Kroonarend,Венценосный орёл,カンムリクマタカ,orel korunkatý,àguila coronada,águia-coroada,kronørn,Коронован орел,kronörn,Kronørn,Taçlı Kartal,orol korunkatý,Krunasti orao,Орел вінценосний,冕鹰雕,keisarijalokotka,Águila coronada,Águila Coronada,Águila Coronada,Águia-coroada,krunati orao,Vainikuotasis erelis,عقاب تاجدار,Crowned Eagle,kroonkotkas,Aquilastore coronato,冕鷹鵰,kronaglo,koronás sas,,,,,,,,,Kroonarend,,,עיט כיפה,,,
11627,Stephanophorus diadematus,Diademed Tanager,diatan1,aves,Diademtangare,Tangara Diademada,diademik,Tangara à diadème,Diadeemtangare,Диадемовая танагра,オウカンフウキンチョウ,tangara diamantová,tàngara diademada,sanhaço-frade,diademtanagar,Диадемова танагра,diademtangara,Diademtangar,Kırmızı Taçlı Tangara,diadémka modrá,Crvenočela tangara,Танагра діадемова,凤冠裸鼻雀,diadeemitangara,Tangara diademada,Tangara Diademada,Frutero Azul,Sanhaço-frade,modra tangara,vainikuotoji tanagra,فرخنده دیهیمدار,Tanagr diademog,diadeemtangara,Tanagra diademata,鳳冠裸鼻雀,diadema tangaro,,,,,,,,,,,,,,,,
11628,Stephanoxis lalandi,Green-crowned Plovercrest,plover3,aves,Grünhaubenelfe,Colibrí Copetón Norteño,strojniś czubaty,Colibri de Delalande,Groenkroonkoketkolibrie,Острохохлая капеллина,カンムリハチドリ,kolibřík copatý,colibrí emplomallat septentrional,beija-flor-de-topete-verde,grønnvipekolibri,Зеленоглаво калугерско колибри,gröntofsad vipkolibri,Vibekolibri,Yeşil Alınlı Sivrisorguç,kolibrík tmavoprsý,Zelenoglavi ćubasti kolibri,Колібрі сапфіровочубий,紫胸凤头蜂鸟,töyhtökolibri,Colibrí copetón norteño,Colibrí Copetón Norteño,Colibrí Copetón Norteño,Beija-flor-de-topete-verde,kukmasti kolibrić,Delalando kolibris,سلیمتاج,Sïedn copog bronddu,rohetutt-koolibri,Colibrì di Delalande,綠冠黑胸蜂鳥,verdatufa kolibro,bíbicfejű kolibri,,,,,Kolibri-mayoret jambul-hijau,,,,,,,,,,
11629,Stephanoxis loddigesii,Purple-crowned Plovercrest,plover4,aves,Violetthaubenelfe,Colibrí Copetón Sureño,strojniś fioletowy,Colibri à huppe bleue,Paarskroonkoketkolibrie,Фиолетовохохлая капеллина,スミレカンムリハチドリ,kolibřík paraguayský,colibrí emplomallat meridional,beija-flor-de-topete-azul,fiolvipekolibri,Лилавоглаво калугерско колибри,purpurtofsad vipkolibri,Violettoppet Vibekolibri,Mor Alınlı Sivrisorguç,kolibrík paraguajský,Ljubičastoglavi ćubasti kolibri,Колібрі пурпуровочубий,紫冠黑胸蜂鸟,Purple-crowned Plovercrest,Colibrí copetón sureño,Colibrí Copetón Sureño,Picaflor Copetón,Beija-flor-de-topete-azul,ljubičastokresta smaragdnica,Violetinkuodis Delalando kolibris,کاکلسلیمی تاجبنفش,Purple-crowned Plovercrest,sinitutt-koolibri,,紫冠黑胸蜂鳥,violtufa kolibro,,,,,,Kolibri-mayoret jambul-ungu,,,,,,,,,,
11630,Stephoblemmus minor,Stephoblemmus minor,1642450,insecta,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,クマコオロギ,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,小素蟋,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,Stephoblemmus minor,,,,,,,,,,,,,,,,,,,
11631,Stercorarius antarcticus,Brown Skua,brnsku3,aves,Braunskua,Págalo Subantártico,wydrzyk brunatny,Labbe antarctique,Subantarctische grote jager,Антарктический поморник,ミナミオオトウゾクカモメ,chaluha subantarktická,paràsit subantàrtic,mandrião-antártico,sørhavsjo,Кафяв морелетник,antarktislabb,Falkland Storkjove,Kahverengi Korsanmartı,pomorník antarktický,Smeđi pomornik,Поморник фолклендський,棕贼鸥,etelänkihu,Págalo subantártico,Págalo Subantártico,Salteador pardo,Alcaide-castanho,smeđi pomornik,Antarktinis plėšikas,کاکایی‌اقیانوسی قهوه‌ای,Sgiwen frown,lõunaänn,Stercorario antartico,棕賊鷗,bruna rabmevo,barna halfarkas,,,brūnā klijkaija,,,,,,Bruinroofmeeu,,,חמסן חום,,,തവിടൻ സ്കുവ
11632,Stercorarius chilensis,Chilean Skua,chisku1,aves,Chileskua,Págalo Chileno,wydrzyk amerykański,Labbe du Chili,Chileense grote jager,Чилийский поморник,チリオオトウゾクカモメ,chaluha chilská,paràsit de Xile,mandrião-chileno,kaneljo,Чилийски морелетник,chilelabb,Chilestorkjove,Şili Korsanmartısı,pomorník čiapkatý,Čileanski pomornik,Поморник чилійський,智利贼鸥,chilenkihu,Págalo chileno,Págalo Chileno,Salteador Chileno,Alcaide-chileno,čilski pomornik,Čilinis plėšikas,قاپوی شیلی,Sgiwen Magellan,tšiili änn,Stercorario del Cile,智利賊鷗,ĉilia rabmevo,chilei halfarkas,,,,,,,,,,,,,,,
11633,Stercorarius longicaudus,Long-tailed Jaeger,lotjae,aves,Falkenraubmöwe,Págalo Rabero,wydrzyk długosterny,Labbe à longue queue,Kleinste jager,Длиннохвостый поморник,シロハラトウゾクカモメ,chaluha malá,paràsit cuallarg,mandrião-de-cauda-comprida,fjelljo,Дългоопашат морелетник,fjällabb,Lille Kjove,Uzun Kuyruklu Korsanmartı,pomorník malý,Dugorepi pomornik,Поморник довгохвостий,长尾贼鸥,tunturikihu,Págalo rabero,Salteador Cola Larga,Págalo Colilargo,Moleiro-rabilongo,dugorepi pomornik,Ilgauodegis plėšikas,کاکایی‌اقیانوسی (اسکوآی) دم‌دراز,Sgiwen lostfain,pikksaba-änn,Labbo codalunga,長尾賊鷗,longvosta rabmevo,nyílfarkú halfarkas,Lup de mare codat,dolgorepa govnačka,garastes klijkaija,Fjallkjói,Camar-kejar kecil,Βελονοληστόγλαρος,,Даўгахвосты паморнiк,Langstertroofmeeu,Skáiti,좀도둑갈매기,חמסן זנבתן,كركر طويل الذيل,นกสกัวหางยาว,കോഴിവാലൻ സ്കുവ
